str_no_string|НЯМА РАДКОЎ!
str_ms_t_merchant_guild_short_descr_fac5|Майдан
str_ms_t_merchant_guild_long_descr_fac1|На сойміку гараджане вырашаюць усе надзённыя пытанні. У такім месцы і падаткі збіраць прасцей.
str_ms_t_merchant_guild_long_descr_fac2|Калі ў горадзе торжышча заснавана, то багацеюць і купцы, і гараджане. І падаткаў ваявода больш збірае. 
str_ms_t_merchant_guild_long_descr_fac3|Калі гандлёвым людзям ёсць дзе спыніцца, выгрузіць тавары і прыемна правесці час, то гарадская казна ніколі не будзе пустой.
str_ms_t_merchant_guild_long_descr_fac4|Магістрат-гэта месца, праз якое праходзяць усе кантракты і гандлёвыя здзелкі. Калі ён маецца ў горадзе - збіраць падаткі становіцца прасцей.
str_ms_t_merchant_guild_long_descr_fac5|На майдане ўсе купцы навідавоку. Ды і любая справа абмеркаваць нашмат прасцей. Горад, дзе ёсць майдан, багацее на вачах.
str_ms_t_merchant_guild_remour_descr_fac1|Учора на сойміку пастанавілі чужых купцоў на рынак не пускаць. Цяпер гандляваць будзе лягчэй.
str_ms_t_merchant_guild_remour_descr_fac2|У горадзе скандал-купецкая Гільдыя, карыстаючыся сваім становішчам, разбурыла купца, які адмовіўся ўступаць у яе шэрагі.
str_ms_t_merchant_guild_remour_descr_fac3|Учора ў караван-хляве купец накурыўся гашышу і бясплатна раздаваў шаўковыя тканіны.
str_ms_t_merchant_guild_remour_descr_fac4|У магістраце выявілі купцоў, якія ўхіляліся ад падаткаў. Усіх узялі пад варту.
str_ms_t_merchant_guild_remour_descr_fac5|Сёння на майдане будуць адной распусніцы за блудадзейства бізуноў даваць. Месцы ля вокнаў ужо прадаюць па дзесяць талераў.
str_ms_t_defense_short_descr_fac1|Лоўчыя ямы
str_ms_t_defense_short_descr_fac2|Засека
str_ms_t_defense_short_descr_fac3|Прыгонны роў
str_ms_t_defense_short_descr_fac4|Падземныя хады
str_ms_t_defense_short_descr_fac5|Вартаўнічая вежа
str_ms_t_defense_long_descr_fac1|На вайне ўсе сродкі добрыя. Чым больш нападнікаў трапяць у пасткі, тым лягчэй будзе абараніць горад.
str_ms_t_defense_long_descr_fac2|Калі вакол горада ўстаноўлены засекі з вострых бярвення, то супастату штурмаваць яго - праца двайны.
str_ms_t_defense_long_descr_fac3|Калі вакол сцен прарыты роў, то ў абаронцаў больш шанцаў адлюстраваць атаку.
str_ms_t_defense_long_descr_fac4|Падземны ход, які выводзіць за межы горада-добрая дапамога ў абароне. Можна паслаць надзейных людзей і напасці на ворага з тылу.
str_ms_t_defense_long_descr_fac5|Завостраныя бярвёны, выстаўленыя наперад-надзейны сродак абароны. Асабліва ад набегаў татараў.
str_ms_t_defense_remour_descr_fac1|Учора наш ваявода вяртаўся хмельны з гулянкі ды ў яму і дагадзіў. То-то смеху было!
str_ms_t_defense_remour_descr_fac2|Жанчынам спадабаліся новыя засекі-на іх спадручна бялізну сушыць!
str_ms_t_defense_remour_descr_fac3|Наш муфтый зваліўся з прыгоннай сцяны. Але, слава Алаху, трапіў у новы роў, поўны вады. Шкада толькі, што ён не ўмеў плаваць...
str_ms_t_defense_remour_descr_fac4|У горадзе жалоба - заўсёднік кабака ноччу зваліўся сп'яну ў падземны ход.
str_ms_t_defense_remour_descr_fac5|Кажуць, учора Кашавы забраўся на вежу, службу праверыць, ды заўважыў, як ад яго жонкі джура выходзіць. Ух, і лаянцы было...
str_ms_t_treasury_short_descr_fac1|Скарбніца
str_ms_t_treasury_short_descr_fac2|Захаваная казна
str_ms_t_treasury_short_descr_fac3|Казна
str_ms_t_treasury_short_descr_fac4|Банкірскі дом
str_ms_t_treasury_short_descr_fac5|Кашавая казна
str_ms_t_treasury_long_descr_fac1|Калі ў горадзе ёсць скарбніца, вам не прыйдзецца асабіста займацца зборам падаткаў.
str_ms_t_treasury_long_descr_fac2|Калі ў крэпасці ёсць казна, то падаткі збіраць прасцей - не трэба самому па дварах хадзіць. 
str_ms_t_treasury_long_descr_fac3|Калі ў горадзе ёсць казна, то і падаткі з гараджан збіраць прасцей.
str_ms_t_treasury_long_descr_fac4|Банкірскі дом-месца, дзе захоўваюцца грошы кіраўніка. У тым ліку і сабраныя падаткі.
str_ms_t_treasury_long_descr_fac5|Калі ёсць у горадзе кашавая казна, то пану кіраўніку не трэба асабіста з жыхароў падаткі выбіваць
str_ms_t_treasury_remour_descr_fac1|Наш кіраўнік - разумны чалавек, у яго заўсёды ёсць запас талераў на чорны дзень!
str_ms_t_treasury_remour_descr_fac2|На базары судачаць, што ўчора двое невядомых казну спрабавалі абрабаваць. Ім грошай на кабак не хапіла...
str_ms_t_treasury_remour_descr_fac3|Учора наш кіраўнік раздаваў міласціну. Значыць, казна ў яго не пустая...
str_ms_t_treasury_remour_descr_fac4|Кіраўнік-то наш адкрыў банкірскі дом! Мы ўзялі там пазыку і купілі новую мэблю.
str_ms_t_treasury_remour_descr_fac5|Учора Кашавы атаман збіраў казакоў і частаваў усіх гарылкай. Кажуць, талеры з казны запазычыў.
str_ms_t_barrack_short_descr_fac1|Казарма
str_ms_t_barrack_short_descr_fac2|Казарма
str_ms_t_barrack_short_descr_fac3|Казарма
str_ms_t_barrack_short_descr_fac4|Казарма
str_ms_t_barrack_short_descr_fac5|Казацкі курэнь
str_ms_t_barrack_long_descr_fac1|Дзе ж утрымліваць войска, як не ў казармах. Ды і парадку больш будзе, няма чаго салдатні па горадзе хістацца.
str_ms_t_barrack_long_descr_fac2|Дзе ж утрымліваць войска, як не ў казармах. Ды і парадку больш будзе, няма чаго салдатні па горадзе хістацца.
str_ms_t_barrack_long_descr_fac3|Дзе ж утрымліваць войска, як не ў казармах. Ды і парадку больш будзе, няма чаго салдатні па горадзе хістацца.
str_ms_t_barrack_long_descr_fac4|Дзе ж утрымліваць войска, як не ў казармах. Ды і парадку больш будзе, няма чаго салдатні па горадзе хістацца.
str_ms_t_barrack_long_descr_fac5|Дзе ж утрымліваць войска, як не ў казармах. Ды і парадку больш будзе, няма чаго салдатні па горадзе хістацца.
str_ms_t_barrack_remour_descr_fac1|Кажуць, у горадзе пабудавалі казарму.
str_ms_t_barrack_remour_descr_fac2|Кажуць, у горадзе пабудавалі казарму.
str_ms_t_barrack_remour_descr_fac3|Кажуць, у горадзе пабудавалі казарму.
str_ms_t_barrack_remour_descr_fac4|Кажуць, у горадзе пабудавалі казарму.
str_ms_t_barrack_remour_descr_fac5|Кажуць, у горадзе пабудавалі казацкі курэнь
str_ms_t_stable_short_descr_fac1|Стайня
str_ms_t_stable_short_descr_fac2|Стайня
str_ms_t_stable_short_descr_fac3|Стайня
str_ms_t_stable_short_descr_fac4|Стайня
str_ms_t_stable_short_descr_fac5|Стайня
str_ms_t_stable_long_descr_fac1|Моцнаму войску без кавалерыстаў не абысціся, а перш чым трэніраваць кавалерыстаў, трэба пабудаваць стайню.
str_ms_t_stable_long_descr_fac2|Моцнаму войску без кавалерыстаў не абысціся, а перш чым трэніраваць кавалерыстаў, трэба пабудаваць стайню.
str_ms_t_stable_long_descr_fac3|Моцнаму войску без кавалерыстаў не абысціся, а перш чым трэніраваць кавалерыстаў, трэба пабудаваць стайню.
str_ms_t_stable_long_descr_fac4|Моцнаму войску без кавалерыстаў не абысціся, а перш чым трэніраваць кавалерыстаў, трэба пабудаваць стайню.
str_ms_t_stable_long_descr_fac5|Моцнаму войску без кавалерыстаў не абысціся, а перш чым трэніраваць кавалерыстаў, трэба пабудаваць стайню.
str_ms_t_stable_remour_descr_fac1|Кажуць, у горадзе пабудавалі новую стайню.
str_ms_t_stable_remour_descr_fac2|Кажуць, у горадзе пабудавалі новую стайню.
str_ms_t_stable_remour_descr_fac3|Кажуць, у горадзе пабудавалі новую стайню.
str_ms_t_stable_remour_descr_fac4|Кажуць, у горадзе пабудавалі новую стайню.
str_ms_t_stable_remour_descr_fac5|Кажуць, у горадзе пабудавалі новую стайню.
str_ms_t_armourer_short_descr_fac1|Майстар-збройнік
str_ms_t_armourer_short_descr_fac2|Майстар-збройнік
str_ms_t_armourer_short_descr_fac3|Майстар-збройнік
str_ms_t_armourer_short_descr_fac4|Майстар-збройнік
str_ms_t_armourer_short_descr_fac5|Майстар-збройнік
str_ms_t_armourer_long_descr_fac1|Добры майстар-ружэйнік-залог таго, што гандаль зброяй будзе квітнець, ды і не сорамна замовіць у такога майстра шаблю або пару пісталетаў.
str_ms_t_armourer_long_descr_fac2|Калі ў горадзе ёсць збройнік-значыць ёсць і лепшае зброю. Праўда, кошты ў такога майстра не маленькія.
str_ms_t_armourer_long_descr_fac3|Калі ў горадзе ёсць збройнік-значыць ёсць і лепшае зброю. Праўда, кошты ў такога майстра не маленькія.
str_ms_t_armourer_long_descr_fac4|Калі ў горадзе ёсць збройнік-значыць ёсць і лепшае зброю. Праўда, кошты ў такога майстра не маленькія.
str_ms_t_armourer_long_descr_fac5|Калі ў горадзе ёсць збройнік-значыць ёсць і лепшае зброю. Праўда, кошты ў такога майстра не маленькія.
str_ms_t_armourer_remour_descr_fac1|Кажуць, што новым сякерай, які майстар-збройнік выкаваў, гарадскі кат па раніцах голіцца...
str_ms_t_armourer_remour_descr_fac2|Кажуць, што да новага збройніка нават баяры прыязджаюць пістолі заказваць.
str_ms_t_armourer_remour_descr_fac3|Кажуць, што наш збройнік навучаўся ў Дамаску...
str_ms_t_armourer_remour_descr_fac4|Кажуць, мушкет, які зрабіў новы майстар, б'е на пяцьсот крокаў!
str_ms_t_armourer_remour_descr_fac5|Збройнік новую шашку сотніку зрабіў. Пяро на лета рассякае!
str_ms_t_protection_short_descr_fac1|Майстар-броннік
str_ms_t_protection_short_descr_fac2|Майстар-броннік
str_ms_t_protection_short_descr_fac3|Майстар-броннік
str_ms_t_protection_short_descr_fac4|Майстар-броннік
str_ms_t_protection_short_descr_fac5|Майстар-броннік
str_ms_t_protection_long_descr_fac1|У горадзе, дзе ёсць добры броннік, даспехі ў воінаў заўсёды ў парадку, а ў краме, дзе даспехам гандлююць, выбар багацей.
str_ms_t_protection_long_descr_fac2|У горадзе, дзе ёсць добры броннік, даспехі ў воінаў заўсёды ў парадку, а ў краме, дзе даспехам гандлююць, выбар багацей.
str_ms_t_protection_long_descr_fac3|У горадзе, дзе ёсць добры броннік, даспехі ў воінаў заўсёды ў парадку, а ў краме, дзе даспехам гандлююць, выбар багацей.
str_ms_t_protection_long_descr_fac4|У горадзе, дзе ёсць добры броннік, даспехі ў воінаў заўсёды ў парадку, а ў краме, дзе даспехам гандлююць, выбар багацей.
str_ms_t_protection_long_descr_fac5|У горадзе, дзе ёсць добры броннік, даспехі ў воінаў заўсёды ў парадку, а ў краме, дзе даспехам гандлююць, выбар багацей.
str_ms_t_protection_remour_descr_fac1|Па нядзелях броннік ўсім паказвае, якія даспехі ў яго дужыя - вывешвае кірасу на сцяну і прапануе жадаючым прабіць яе з пистоля. За стрэл па талеру бярэ...
str_ms_t_protection_remour_descr_fac2|Ваявода ўчора красаваўся ў новым шлеме. Кажуць, аддаў за яго тысячу талераў!
str_ms_t_protection_remour_descr_fac3|Наш бек замовіў сабе новы даспех. Пазалочаны!
str_ms_t_protection_remour_descr_fac4|Броннік больш не прымае заказы - яму даручылі падрыхтаваць цэлы полк рэйтараў.
str_ms_t_protection_remour_descr_fac5|Учора прыехалі січэвікі. Замовілі бронніку Жалезныя скруткі і шаравары.
str_ms_t_groom_short_descr_fac1|Майстар-конік
str_ms_t_groom_short_descr_fac2|Канюшы
str_ms_t_groom_short_descr_fac3|Табуншчык
str_ms_t_groom_short_descr_fac4|Майстар-конік
str_ms_t_groom_short_descr_fac5|Табуншчык
str_ms_t_groom_long_descr_fac1|Добрыя коні На вайне патрэбныя ўсім. І чалавек, які ведае толк у іх вырошчванні, - на вагу золата.
str_ms_t_groom_long_descr_fac2|Добрыя коні На вайне патрэбныя ўсім. І чалавек, які ведае толк у іх вырошчванні, - на вагу золата.
str_ms_t_groom_long_descr_fac3|Добрыя коні На вайне патрэбныя ўсім. І чалавек, які ведае толк у іх вырошчванні, - на вагу золата.
str_ms_t_groom_long_descr_fac4|Добрыя коні На вайне патрэбныя ўсім. І чалавек, які ведае толк у іх вырошчванні, - на вагу золата.
str_ms_t_groom_long_descr_fac5|Добрыя коні На вайне патрэбныя ўсім. І чалавек, які ведае толк у іх вырошчванні, - на вагу золата.
str_ms_t_groom_remour_descr_fac1|Майстар-конік выгадаваў выдатных жарабцоў. Заўтра на кірмаш абяцаў вывесці.
str_ms_t_groom_remour_descr_fac2|Ваяводу ўчора скінула наравістая кабыла. Новы канюшы падабраў яму канька пасмірней, так што цяпер ён засынае на хаду.
str_ms_t_groom_remour_descr_fac3|Беку прыгналі са стэпу новы табун. Такіх коней яшчэ не бачылі ў горадзе!
str_ms_t_groom_remour_descr_fac4|У наш горад па коней прыязджаюць нават рэйтары!
str_ms_t_groom_remour_descr_fac5|Наш табунщик выгадаваў выдатных коней. Праўда, пагаворваюць, што ён іх адвёў у татараў ...
str_ms_t_advizer_short_descr_fac1|Пасыльны
str_ms_t_advizer_short_descr_fac2|Ганец
str_ms_t_advizer_short_descr_fac3|Вяшчальнік
str_ms_t_advizer_short_descr_fac4|Кур'ер
str_ms_t_advizer_short_descr_fac5|Джура
str_ms_t_advizer_long_descr_fac1|Пад рукой заўсёды патрэбен надзейны чалавек, каб перадаваць загады.
str_ms_t_advizer_long_descr_fac2|Пад рукой заўсёды патрэбен надзейны чалавек, каб перадаваць загады.
str_ms_t_advizer_long_descr_fac3|Пад рукой заўсёды патрэбен надзейны чалавек, каб перадаваць загады.
str_ms_t_advizer_long_descr_fac4|Пад рукой заўсёды патрэбен надзейны чалавек, каб перадаваць загады.
str_ms_t_advizer_long_descr_fac5|Пад рукой заўсёды патрэбен надзейны чалавек, каб перадаваць загады.
str_ms_t_advizer_remour_descr_fac1|Ходзяць чуткі, што да бургамістра ганец прыехаў, важную грамату прывёз.
str_ms_t_advizer_remour_descr_fac2|Кажуць, што ў горад прыбыў ганец з сакрэтнай Граматай. Праўда, пра што ў ёй гаворыцца-невядома.
str_ms_t_advizer_remour_descr_fac3|Наш бі атрымаў тэрміновае паведамленне. Гэтыя новыя ганцы лётаюць, нібы вецер...
str_ms_t_advizer_remour_descr_fac4|Сёння прыбыла пошта з кур'ерам. Сваякі даслалі ліст...
str_ms_t_advizer_remour_descr_fac5|Зноў вайна! Ганцы носяцца па гарадах, як апараныя!
str_ms_t_secret_order_short_descr_fac1|Каморнік
str_ms_t_secret_order_short_descr_fac2|Прыстаў
str_ms_t_secret_order_short_descr_fac3|Муфтый
str_ms_t_secret_order_short_descr_fac4|Пракурор
str_ms_t_secret_order_short_descr_fac5|Кашавы атаман
str_ms_t_secret_order_long_descr_fac1|Добра, калі ў горадзе ёсць чалавек, які можа і злачынцаў адшукаць, і правы суд учыніць.
str_ms_t_secret_order_long_descr_fac2|Калі ў горадзе ёсць каму вышук весці ды злодзеяў судзіць, у кіраўніка справы ідуць на лад.
str_ms_t_secret_order_long_descr_fac3|Муфтый ў горадзе часам важней ваеначальніка. Бо ён можа і спрэчка любы рассудзіць па законах шарыяту і, калі што, першым даведаецца пра здраду.
str_ms_t_secret_order_long_descr_fac4|Пракурор забяспечвае парадак у горадзе. Здраднікам цяжка плесці змовы, а ўжо злачынцам і зусім несалодка прыходзіцца.
str_ms_t_secret_order_long_descr_fac5|Казакі народ гарачы. Там, дзе яны селяцца, заўсёды разлад ды сутычкі. Без Кашавога атамана парадку не навесці.
str_ms_t_secret_order_remour_descr_fac1|Казнакрады цяпер баяцца ўласнай цені. Новы каморнік ужо балюча крут.
str_ms_t_secret_order_remour_descr_fac2|Калі прыстаў працягне гэтак жа паспяхова змагацца з крадзяжом, то хутка паўгорада застанецца без вушэй.
str_ms_t_secret_order_remour_descr_fac3|Новы муфтый-добры чалавек. Прысудзіў здрадніка да ўдушэння. А мог бы загадаць яго на кол пасадзіць.
str_ms_t_secret_order_remour_descr_fac4|Пракурор выкрыў у здрадзе багатага купца. Суд абяцае быць гучным...
str_ms_t_secret_order_remour_descr_fac5|Учора Кашавы атаман судзіў канакрада. Высветлілася, што ён татарскі шпіён. Павесілі, вядома...
str_ms_t_tax_supervisor_short_descr_fac1|Войт
str_ms_t_tax_supervisor_short_descr_fac2|Мытнік
str_ms_t_tax_supervisor_short_descr_fac3|Мытны начальнік
str_ms_t_tax_supervisor_short_descr_fac4|Фіскал
str_ms_t_tax_supervisor_short_descr_fac5|Войт
str_ms_t_tax_supervisor_long_descr_fac1|Гараджанам толькі волю дай-у жыццё плаціць падаткаў не стануць. Таму без войта не абысціся.
str_ms_t_tax_supervisor_long_descr_fac2|Тлумачальны мытнік цэны няма. Гараджане вечна ўхіляюцца ад падаткаў і патрэбен чалавек, які здолеў бы навесці парадак.
str_ms_t_tax_supervisor_long_descr_fac3|У гарадах заўсёды квітнее гандаль. А дзе ёсць гандаль, там патрэбны мытны начальнік. Інакш кіраўніку не відаць даходаў як сваіх вушэй.
str_ms_t_tax_supervisor_long_descr_fac4|Магдэбургскае права разбэсціла гараджан, і яны развучыліся плаціць падаткі. Лепшым настаўнікам ім стане умелы фіскал.
str_ms_t_tax_supervisor_long_descr_fac5|Войны, паўстанні, набегі... Людзі забываюць, што трэба плаціць падаткі. Войт зможа асвяжыць ім памяць...
str_ms_t_tax_supervisor_remour_descr_fac1|Гарадская шляхта абураная - ім даводзіцца плаціць у казну!
str_ms_t_tax_supervisor_remour_descr_fac2|Учора мытнік па дварах хадзіў, нядоімкі збіраў. У нас свінню адвёў і двух пеўняў.
str_ms_t_tax_supervisor_remour_descr_fac3|Вялікі Алах! Наш мудры кіраўнік клапоціцца аб падданых, адбірае ў іх лішнія грошы. Я ўсе грошы на падаткі аддаў, новы халат купіць няма на што! 
str_ms_t_tax_supervisor_remour_descr_fac4|Вядома, падаткі плаціць нялёгка. Але будзем спадзявацца, што нашы грошы будуць выкарыстаныя не на балі і забавы.
str_ms_t_tax_supervisor_remour_descr_fac5|Учора гараджане збіраліся ісці войта біць. Зусім ад яго жыцця не стала.
str_ms_t_trading_master_short_descr_fac1|Біржавы маклер
str_ms_t_trading_master_short_descr_fac2|Купец
str_ms_t_trading_master_short_descr_fac3|Караван-Башы
str_ms_t_trading_master_short_descr_fac4|Маркітант
str_ms_t_trading_master_short_descr_fac5|Крамнік
str_ms_t_trading_master_long_descr_fac1|Калі на біржы ёсць свой чалавек, то казна будзе мець дадатковы даход.
str_ms_t_trading_master_long_descr_fac2|Надзейны купец-карысны чалавек. І прыбытак прынясе, і карысныя звесткі даставіць.
str_ms_t_trading_master_long_descr_fac3|Давераны караван-Башы-залог росквіту. Ён прыглядае за гандлярамі і не дае ім махляваць.
str_ms_t_trading_master_long_descr_fac4|Калі ў горадзе маецца ўласны маркитант, то ўсе закупкі стануць танней. А эканомія прыводзіць да росту даходаў.
str_ms_t_trading_master_long_descr_fac5|Прыставіць да гандлю свайго крамніка-выдатная ідэя! Хай гараджане марнуюць грошыкі ў яго і прыносяць дадатковы даход.
str_ms_t_trading_master_remour_descr_fac1|Кажуць, учора на біржы быў скандал. Маклер нашага кіраўніка ўздумаў мухлевать.
str_ms_t_trading_master_remour_descr_fac2|Вось яшчэ адзін купец згалеў. Хутка ў горадзе застануцца толькі тыя гандляры, хто на нашага новага кіраўніка працуе...
str_ms_t_trading_master_remour_descr_fac3|Кажуць, што караван-Башы прытаргоўвае з-пад падлогі кантрабандным гашышам. Яму-то ўсё з рук сыдзе, яго сам кіраўнік паставіў...
str_ms_t_trading_master_remour_descr_fac4|Новы маркітант перацягнуў на сябе ўсе муніцыпальныя пастаўкі. Кажуць, ён у змове з уладамі.
str_ms_t_trading_master_remour_descr_fac5|У новай краме гарылка ўтрая даражэй, але што зрабіць, калі ўсім астатнім забаранілі продаж спіртнога...
str_ms_t_priest_short_descr_fac1|Біскуп
str_ms_t_priest_short_descr_fac2|Настаяцель
str_ms_t_priest_short_descr_fac3|Імам
str_ms_t_priest_short_descr_fac4|Капелан
str_ms_t_priest_short_descr_fac5|Іерэй
str_ms_t_priest_long_descr_fac1|У горадзе, дзе ёсць епіскапская кафедра, кіраўнік у накладе не застанецца.
str_ms_t_priest_long_descr_fac2|Калі паставіць свайго настаяцеля ў сабор, то з гараджанамі заўсёды лягчэй зладзіць будзе.
str_ms_t_priest_long_descr_fac3|"Імам-беспярэчны аўтарытэт для прававерных. Скажа» плаціць "" - будуць плаціць. Таму Імам павінен быць сваім чалавекам."
str_ms_t_priest_long_descr_fac4|Капелан пры гарнізоне-важная персона. І малітву прачытае, і за парадкам нагледзіць. Ды і падаткі сабраць дапаможа.
str_ms_t_priest_long_descr_fac5|Калі ў іерэя мова добра падвешаны, то і казна паўней будзе.
str_ms_t_priest_remour_descr_fac1|Ходзяць чуткі, быццам новы біскуп неабыякавы да харавога спеву. Самых галасістых спевакоў у кафедральны хор набраў...
str_ms_t_priest_remour_descr_fac2|Настаяцель учора сына ваяводы хрысціў. Да вечара, кажуць, ужо лыка не Вязаў...
str_ms_t_priest_remour_descr_fac3|Учора Імам рабіў павучанне. Казаў, што тыя, хто не плаціць падаткаў, гнявяць Алаха.
str_ms_t_priest_remour_descr_fac4|Учора капелан асабіста ўзначаліў рэйд на рынак. Кажуць, што нядоімак сабралі ўтрая больш, чым звычайна.
str_ms_t_priest_remour_descr_fac5|Іерэй нядаўна ўдовіцу адну спавядаў. І так, кажуць, натхнёна ёй грахі адпускаў, што яна цяпер на зносях.
str_ms_t_garrison_commander_short_descr_fac1|Кашталян
str_ms_t_garrison_commander_short_descr_fac2|Ваявода
str_ms_t_garrison_commander_short_descr_fac3|Дзіздар
str_ms_t_garrison_commander_short_descr_fac4|Кашталян
str_ms_t_garrison_commander_short_descr_fac5|Сотнік
str_ms_t_garrison_commander_long_descr_fac1|Кастэлян у замку заўсёды павінен быць, за парадкам сачыць.
str_ms_t_garrison_commander_long_descr_fac2|Ваявода-у горадзе важны чалавек. І за гарнізонам нагледзіць і, у выпадку чаго, апалчэнне збярэ.
str_ms_t_garrison_commander_long_descr_fac3|Дзіздар-гарадскі военачальнік. Калі ён спраўна нясе службу, то за гарнізон можна не турбавацца.
str_ms_t_garrison_commander_long_descr_fac4|Гарадскі Кастэлян падтрымлівае дысцыпліну ў гарнізоне і ў выпадку нападу можа хутка сабраць апалчэнне.
str_ms_t_garrison_commander_long_descr_fac5|Добры сотнік ўсіх гараджан ведае як аблупленых. Здарся што, імгненнем ўсіх, хто можа трымаць зброю, пад стрэльбу паставіць.
str_ms_t_garrison_commander_remour_descr_fac1|Кастэлян так вышкаліў салдат, што яны нават па патрэбе строем ходзяць.
str_ms_t_garrison_commander_remour_descr_fac2|Ваявода ўчора выхаваўчую працу праводзіў. Двум стражнікам сківіцу згарнуў, аднаму два рэбры зламаў...
str_ms_t_garrison_commander_remour_descr_fac3|Дзякуючы новаму диздару ўсе мужыкі кожны дзень ходзяць на ваенныя заняткі. Працаваць няма каму стала.
str_ms_t_garrison_commander_remour_descr_fac4|Будзь пракляты новы кастелян! Муштруе ні ў чым невінаватых гараджан, нібы навабранцаў...
str_ms_t_garrison_commander_remour_descr_fac5|Крута ўзяў новы сотнік. Раздаў хлопцам жэрдкі замест пік і ганяе іх на выгане да сёмага поту.
str_ms_t_upgrade_officer_infantry_short_descr_fac1|Сотнік жаўнераў
str_ms_t_upgrade_officer_infantry_short_descr_fac2|Пад'ячы
str_ms_t_upgrade_officer_infantry_short_descr_fac3|Балтаджы-ага 
str_ms_t_upgrade_officer_infantry_short_descr_fac4|Афіцэр пяхоты
str_ms_t_upgrade_officer_infantry_short_descr_fac5|Кошавай атаман
str_ms_t_upgrade_officer_infantry_long_descr_fac1|Над жолнерами заўсёды павінен стаяць сотнік, каб у войску быў парадак і было каму трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_long_descr_fac2|Над стральцамі заўсёды павінен стаяць пад'ячы, каб у войску быў парадак і было каму трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_long_descr_fac3|Конніца, вядома, лепш, але і пяхотнікаў таксама недаацэньваць не варта.
str_ms_t_upgrade_officer_infantry_long_descr_fac4|Над пяхотнікамі заўсёды павінен стаяць сотнік, каб у войску быў парадак і было каму трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_long_descr_fac5|Над казакамі заўсёды павінен стаяць сотнік, каб у войску быў парадак і было каму трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_remour_descr_fac1|Пагаворваюць, быццам прызначылі новага сотніка жолнеров.
str_ms_t_upgrade_officer_infantry_remour_descr_fac2|Пагаворваюць, быццам прызначылі новага пад'ячага.
str_ms_t_upgrade_officer_infantry_remour_descr_fac3|Вайскоўцы толькі і спрачаюцца аб тым, куды пойдуць у набег наступнай вясной. 
str_ms_t_upgrade_officer_infantry_remour_descr_fac4|Пагаворваюць, быццам прызначылі новага камандуючага пяхотай. 
str_ms_t_upgrade_officer_infantry_remour_descr_fac5|Кажуць, сотніка новага прызначылі...
str_ms_t_upgrade_officer_cavalry_short_descr_fac1|Харунжы
str_ms_t_upgrade_officer_cavalry_short_descr_fac2|Сотнік кавалерыі
str_ms_t_upgrade_officer_cavalry_short_descr_fac3|Акынджы-ага
str_ms_t_upgrade_officer_cavalry_short_descr_fac4|Капітан драгун
str_ms_t_upgrade_officer_cavalry_short_descr_fac5|Есаул
str_ms_t_upgrade_officer_cavalry_long_descr_fac1|Навыкі коннага бою патрабуюць вывучкі і спрыту, без належнага навучання толку ад кавалерыстаў няшмат.
str_ms_t_upgrade_officer_cavalry_long_descr_fac2|Навыкі коннага бою патрабуюць вывучкі і спрыту, без належнага навучання толку ад кавалерыстаў няшмат.
str_ms_t_upgrade_officer_cavalry_long_descr_fac3|Навыкі коннага бою патрабуюць вывучкі і спрыту, без належнага навучання толку ад кавалерыстаў няшмат.
str_ms_t_upgrade_officer_cavalry_long_descr_fac4|Навыкі коннага бою патрабуюць вывучкі і спрыту, без належнага навучання толку ад кавалерыстаў няшмат.
str_ms_t_upgrade_officer_cavalry_long_descr_fac5|Навыкі коннага бою патрабуюць вывучкі і спрыту, без належнага навучання толку ад кавалерыстаў няшмат.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac1|Усе вакол толькі і робяць, што абмяркоўваюць новага ротмістра.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac2|Усе вакол толькі і робяць, што абмяркоўваюць новага сотніка.
str_ms_t_upgrade_officer_cavalry_remour_descr_fac3|Усе вакол толькі і робяць, што абмяркоўваюць новага агу. 
str_ms_t_upgrade_officer_cavalry_remour_descr_fac4|Усе вакол толькі і робяць, што абмяркоўваюць новага капітана драгун. 
str_ms_t_upgrade_officer_cavalry_remour_descr_fac5|Усе вакол толькі і робяць, што абмяркоўваюць новага есаула. 
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac1|Капітан палкоў нямецкага ладу
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac2|Палкавы акольнічы
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac3|Азаб-ага
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac4|Капітан гвардыі
str_ms_t_upgrade_officer_infantry_guard_short_descr_fac5|Харунжы
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac1|У паліцах заўсёды павінен быць капітан, каб было каму падтрымліваць парадак і трэніраваць навабранцаў. 
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac2|Задача палкавога акольнічага-трэніраваць ратных людзей, каб і піку ўмелі трымаць, і з пішчалі страляць. 
str_ms_t_upgrade_officer_infantry_guard_long_descr_fac3|Страляць з мушкетаў-справа няпростая, таму толькі турэцкія майстры запрашаюцца для навучання навабранцаў. 
